app_id,application_date,applicant_age,annual_income,employment_length_raw,home_ownership,verification_status,loan_amount,term_months,interest_rate,purpose,grade,sub_grade,fico_score_proxy,open_credit_lines,total_credit_lines,revolving_balance,revolving_utilization_raw,delinq_2yrs,months_since_last_delinq,inquiries_last_6mo,public_records,monthly_debt_payments,loan_status,emp_length_years,revol_util_clean,monthly_income,dti_engineering,dti_engineered,bureau_num_accounts,bureau_active_accounts,bureau_total_credit_limit,bureau_total_current_balance,bureau_max_months_past_due,bureau_avg_account_age,target
APP200027,2022-08-15,63,42800.0,2 years,RENT,Not Verified,8600.0,60,22.43,debt_consolidation,F,F1,622.0,9,12.0,5097.18,94.8,0,9.0,2,0,1334.98,Charged Off,2.0,94.8,3566.6666666666665,0.37429345783898316,0.37429345783898316,3.0,2.0,28946.07,6375.87,0.0,66.33333333333333,1
APP200028,08/15/2022,39,49200.0,10+ years,RENT,Source Verified,11400.0,36,12.32,debt_consolidation,B,B2,702.0,7,16.0,43535.27,63.3,0,,1,0,1297.52,Fully Paid,10.0,63.3,4100.0,0.3164682926057394,0.3164682926057394,3.0,3.0,38579.9,9480.21,0.0,129.33333333333334,0
APP200029,2022-12-21,48,57400.0,2 years,OTHER,Verified,23800.0,36,16.25,debt_consolidation,C,C3,683.0,7,10.0,27405.6,43.6%,1,,1,0,1222.92,Fully Paid,2.0,43.6,4783.333333333333,0.2556627177165862,0.2556627177165862,2.0,1.0,22378.53,14118.28,1.0,84.5,0
APP200030,12/04/2021,69,78900.0,7 years,MORTGAGE,Verified,21500.0,36,15.02,debt_consolidation,D,D4,627.0,10,16.0,5582.79,,1,54.0,0,1,542.97,Fully Paid,7.0,,6575.0,0.08258098858059605,0.08258098858059605,6.0,4.0,51861.35,17479.120000000003,0.0,101.66666666666667,0
APP200031,2022-10-05,28,61400.0,10+ years,RENT,Not Verified,35800.0,60,16.51,credit_card,C,C5,660.0,11,14.0,2966.62,47.6%,0,,1,1,1560.19,Charged Off,10.0,47.6,5116.666666666667,0.30492312697623647,0.30492312697623647,3.0,3.0,14490.07,6659.01,0.0,110.33333333333333,1
APP200032,2022-09-27,35,41300.0,,RENT,Not Verified,19400.0,60,8.52,debt_consolidation,A,A4,640.0,6,7.0,8587.17,0.576,0,,1,0,880.75,Fully Paid,,0.576,3441.6666666666665,0.25590799024041416,0.25590799024041416,6.0,6.0,26448.760000000002,9385.4,2.0,62.833333333333336,0
APP200033,04/15/2022,38,59400.0,10+ years,RENT,Source Verified,1700.0,36,22.54,car,E,E4,676.0,13,17.0,20596.61,35.7%,0,,0,0,1471.96,Fully Paid,10.0,35.7,4950.0,0.29736565650558267,0.29736565650558267,5.0,3.0,36132.950000000004,20507.34,0.0,53.4,0
APP200034,08/08/2024,54,83200.0,9 years,MORTGAGE,Source Verified,21700.0,36,23.09,major_purchase,E,E5,689.0,12,13.0,3851.99,100.5,1,,2,0,2664.15,Fully Paid,9.0,100.5,6933.333333333333,0.38425240379073283,0.38425240379073283,6.0,5.0,37452.05,15719.769999999999,0.0,63.5,0
APP200035,2022-02-25,46,69700.0,1 year,MORTGAGE,Verified,7100.0,36,12.15,debt_consolidation,B,B2,657.0,4,6.0,5634.63,0.542,0,,1,0,1786.28,Fully Paid,1.0,0.542,5808.333333333333,0.30753744614504375,0.30753744614504375,5.0,4.0,23468.93,6997.68,0.0,95.4,0
APP200036,2021-04-12,29,64800.0,10+ years,RENT,Source Verified,19100.0,36,23.5,major_purchase,F,F2,639.0,5,10.0,4432.51,102.7,1,19.0,3,0,1372.64,Charged Off,10.0,102.7,5400.0,0.2541925925455199,0.2541925925455199,1.0,1.0,1894.41,598.74,0.0,109.0,1
APP200037,2023-09-28,48,92100.0,2 years,OWN,Source Verified,28100.0,36,16.0,debt_consolidation,D,D1,705.0,11,15.0,7138.33,,0,6.0,0,1,1889.34,Fully Paid,2.0,,7675.0,0.24616807814382172,0.24616807814382172,7.0,4.0,33948.58,20366.26,7.0,81.42857142857143,0
APP200038,04/18/2024,40,51900.0,5 years,MORTGAGE,Not Verified,12000.0,36,12.66,debt_consolidation,C,C1,,7,11.0,12114.8,57.1,0,,0,1,1342.9,Charged Off,5.0,57.1,4325.0,0.31049710975479833,0.31049710975479833,4.0,1.0,28020.93,13097.59,7.0,55.25,1
APP200039,2023-10-28,37,37400.0,4 years,MORTGAGE,Not Verified,19500.0,36,16.22,debt_consolidation,C,C5,672.0,6,7.0,1223.77,45.0%,1,59.0,0,0,915.43,Fully Paid,4.0,45.0,3116.6666666666665,0.2937208555207313,0.2937208555207313,4.0,1.0,21207.95,9306.619999999999,2.0,154.0,0
APP200040,03/06/2023,26,51400.0,8 years,OWN,Source Verified,24300.0,60,16.97,car,D,D3,650.0,5,9.0,1986.11,44.9,0,,2,0,1295.49,Fully Paid,8.0,44.9,4283.333333333333,0.30244902716674343,0.30244902716674343,2.0,2.0,2157.73,791.3299999999999,0.0,122.5,0
APP200041,2024-06-06,23,83700.0,,RENT,Verified,15900.0,36,9.39,major_purchase,B,B2,648.0,10,11.0,327.32,92.0,0,,1,0,1456.15,Fully Paid,,92.0,6975.0,0.20876702505967498,0.20876702505967498,3.0,2.0,97383.25,52843.64,7.0,111.66666666666667,0
APP200043,02/26/2023,45,47800.0,< 1 year,OWN,Not Verified,18400.0,36,16.1,car,D,D2,660.0,15,23.0,30000.34,103.7,2,,2,0,1171.87,Fully Paid,0.5,103.7,3983.3333333333335,0.29419330536547444,0.29419330536547444,6.0,5.0,36135.14,23454.25,1.0,101.0,0
APP200044,2023-12-08,47,61100.0,3 years,MORTGAGE,Verified,26500.0,36,13.98,credit_card,C,C3,672.0,13,15.0,6865.85,55.3%,0,,1,0,608.11,Fully Paid,3.0,55.3,5091.666666666667,0.1194324058685239,0.1194324058685239,6.0,3.0,64727.25,24251.510000000002,8.0,72.66666666666667,0
APP200045,02/12/2022,41,37800.0,3 years,MORTGAGE,Not Verified,11600.0,60,13.34,debt_consolidation,C,C2,654.0,7,11.0,4171.68,88.7,1,20.0,0,0,492.89,Fully Paid,3.0,88.7,3150.0,0.1564730158233419,0.1564730158233419,9.0,7.0,75368.62,33364.63,7.0,115.0,0
APP200047,2023-10-15,36,62000.0,3 years,OWN,Not Verified,17100.0,36,12.05,major_purchase,B,B5,676.0,15,20.0,7517.36,73.8,1,,1,0,430.86,Fully Paid,3.0,73.8,5166.666666666667,0.08339225804837569,0.08339225804837569,2.0,2.0,16126.64,4350.400000000001,0.0,160.0,0
APP200048,2023-12-22,25,30500.0,5 years,MORTGAGE,Verified,11100.0,36,5.55,debt_consolidation,A,A2,749.0,3,6.0,4350.72,40.7,0,,2,0,197.04,Fully Paid,5.0,40.7,2541.6666666666665,0.0775239343957283,0.0775239343957283,2.0,2.0,10105.779999999999,813.2,0.0,83.5,0
APP200050,2022-02-10,37,106800.0,6 years,OWN,Not Verified,2700.0,36,17.64,debt_consolidation,D,D2,629.0,16,22.0,9653.08,0.672,0,,0,0,1871.6,Charged Off,6.0,0.672,8900.0,0.21029213480783232,0.21029213480783232,0.0,0.0,0.0,0.0,0.0,0.0,1
APP200051,04/02/2022,38,51900.0,4 years,RENT,Verified,8400.0,60,16.52,debt_consolidation,C,C3,582.0,13,14.0,3154.55,57.5,0,,0,0,827.92,Fully Paid,4.0,57.5,4325.0,0.19142658955111522,0.19142658955111522,3.0,2.0,7794.959999999999,1966.63,0.0,89.0,0
APP200053,2022-12-29,25,39700.0,10+ years,MORTGAGE,Verified,20600.0,36,19.96,moving,D,D5,627.0,4,7.0,8044.36,50.5,1,,0,0,785.58,Charged Off,10.0,50.5,3308.3333333333335,0.23745491176701616,0.23745491176701616,5.0,4.0,51045.96,28228.59,0.0,106.6,1
APP200054,2023-02-18,39,60900.0,10+ years,RENT,Verified,18000.0,60,8.56,credit_card,A,A4,708.0,3,7.0,315.28,20.9%,1,,1,0,683.88,Fully Paid,10.0,20.9,5075.0,0.134754679776403,0.134754679776403,3.0,3.0,14778.43,8576.04,7.0,118.66666666666667,0
APP200055,2021-02-08,26,120200.0,5 years,OWN,Not Verified,17500.0,60,13.41,home_improvement,C,C5,690.0,8,12.0,15116.19,32.5%,0,57.0,1,0,2187.8,Fully Paid,5.0,32.5,10016.666666666666,0.2184159733558986,0.2184159733558986,1.0,1.0,5939.37,1426.41,0.0,116.0,0
APP200056,2022-09-19,23,49800.0,1 year,MORTGAGE,Source Verified,21800.0,36,14.97,small_business,C,C3,659.0,9,9.0,7811.88,0.614,0,,1,0,1275.37,Fully Paid,1.0,0.614,4150.0,0.30731807221510404,0.30731807221510404,1.0,0.0,14311.19,8342.42,0.0,114.0,0
APP200057,10/24/2023,47,64500.0,10+ years,MORTGAGE,Source Verified,28600.0,36,14.49,debt_consolidation,C,C3,637.0,11,14.0,5625.72,105.0%,0,,0,0,1091.82,Fully Paid,10.0,105.0,5375.0,0.20312930228778986,0.20312930228778986,4.0,2.0,14957.900000000001,7194.48,2.0,53.75,0
APP200058,2023-09-21,44,77400.0,3 years,RENT,Not Verified,19000.0,36,8.48,debt_consolidation,A,A3,704.0,5,12.0,17098.19,57.3%,0,,2,0,1139.62,Fully Paid,3.0,57.3,6450.0,0.17668527129043637,0.17668527129043637,1.0,1.0,859.89,542.06,0.0,77.0,0
APP200059,2023-09-07,53,32400.0,8 years,MORTGAGE,Verified,1000.0,36,9.37,debt_consolidation,B,B1,651.0,6,8.0,2014.59,,0,,0,0,818.91,Fully Paid,8.0,,2700.0,0.30329999988766665,0.30329999988766665,2.0,1.0,6419.63,2756.0699999999997,0.0,134.5,0
APP200060,01/26/2023,48,97400.0,3 years,OWN,Not Verified,16200.0,36,16.43,home_improvement,D,D2,670.0,9,15.0,2190.16,32.5,0,10.0,1,0,2255.53,Fully Paid,3.0,32.5,8116.666666666667,0.2778887063312663,0.2778887063312663,3.0,3.0,18192.440000000002,8581.220000000001,0.0,115.33333333333333,0
APP200061,2022-02-16,37,51700.0,10+ years,OWN,Verified,1000.0,36,12.05,credit_card,C,C2,704.0,11,16.0,3573.47,31.9,0,,1,0,938.44,Fully Paid,10.0,31.9,4308.333333333333,0.2178197291564055,0.2178197291564055,2.0,1.0,11931.05,4285.02,0.0,99.5,0
APP200064,2023-08-03,51,,,RENT,Verified,17200.0,36,17.73,debt_consolidation,D,D2,643.0,9,14.0,10551.15,0.288,0,32.0,2,0,157.18,Fully Paid,,0.288,,,,4.0,2.0,22573.94,9759.41,1.0,77.25,0
APP200065,2024-06-10,36,47400.0,8 years,OWN,Source Verified,30300.0,60,14.18,major_purchase,C,C4,664.0,7,8.0,3357.75,96.5,2,,1,0,793.61,Fully Paid,8.0,96.5,3950.0,0.20091392399976862,0.20091392399976862,2.0,2.0,13560.59,6797.41,0.0,80.0,0
APP200066,2021-10-10,33,105500.0,< 1 year,OWN,Source Verified,4100.0,60,10.22,home_improvement,B,B1,668.0,7,17.0,11146.81,27.9,1,,0,0,1915.56,Fully Paid,0.5,27.9,8791.666666666666,0.21788360187095163,0.21788360187095163,5.0,4.0,34903.85,13317.84,2.0,88.4,0
APP200067,2023-11-10,49,22300.0,2 years,MORTGAGE,Not Verified,17900.0,36,21.37,small_business,E,E4,637.0,13,16.0,9814.0,65.4,0,,0,0,355.53,Fully Paid,2.0,65.4,1858.3333333333333,0.19131659182530047,0.19131659182530047,2.0,1.0,14478.92,6886.969999999999,0.0,64.5,0
APP200068,04/28/2022,43,35400.0,5 years,RENT,Not Verified,34400.0,36,6.15,debt_consolidation,A,A2,703.0,10,14.0,1448.34,67.5%,1,,0,0,418.17,Fully Paid,5.0,67.5,2950.0,0.14175254232482964,0.14175254232482964,0.0,0.0,0.0,0.0,0.0,0.0,0
APP200071,2021-02-10,28,67400.0,6 years,MORTGAGE,Source Verified,18800.0,60,7.05,credit_card,A,A2,686.0,6,12.0,3271.99,100.3,0,,1,0,972.91,Fully Paid,6.0,100.3,5616.666666666667,0.17321839759527266,0.17321839759527266,1.0,1.0,5786.89,2484.56,0.0,75.0,0
APP200073,02/24/2021,37,59200.0,10+ years,RENT,Not Verified,18200.0,60,10.19,debt_consolidation,A,A4,683.0,6,8.0,12004.56,29.7%,1,,2,0,1864.45,Fully Paid,10.0,29.7,4933.333333333333,0.3779290539774468,0.3779290539774468,7.0,7.0,79496.84,35083.66,0.0,76.85714285714286,0
APP200075,11/06/2022,40,59200.0,3 years,MORTGAGE,Not Verified,26000.0,36,15.36,car,D,D5,662.0,6,9.0,9077.25,,0,,0,1,957.12,Fully Paid,3.0,,4933.333333333333,0.1940108107714843,0.1940108107714843,3.0,3.0,21531.33,9334.06,1.0,130.33333333333334,0
APP200076,01/18/2024,51,34600.0,3 years,RENT,Verified,3800.0,36,14.02,vacation,C,C1,698.0,5,10.0,918.6,,1,18.0,0,0,617.12,Charged Off,3.0,,2883.3333333333335,0.21403005772923814,0.21403005772923814,5.0,5.0,35709.45,14342.76,10.0,94.4,1
APP200078,2024-10-31,36,116800.0,2 years,OWN,Source Verified,16400.0,36,12.54,credit_card,B,B3,705.0,7,9.0,8230.97,12.9,0,10.0,1,1,1013.71,Charged Off,2.0,12.9,9733.333333333334,0.1041482876605327,0.1041482876605327,2.0,1.0,26087.67,7286.610000000001,0.0,104.5,1
APP200079,2022-06-03,55,49400.0,3 years,MORTGAGE,Verified,11000.0,36,12.68,home_improvement,C,C1,599.0,6,15.0,1576.61,51.9,0,,2,0,1305.94,Fully Paid,3.0,51.9,4116.666666666667,0.31723238858690705,0.31723238858690705,5.0,4.0,30228.649999999998,12657.6,0.0,116.0,0
APP200080,09/09/2021,39,16900.0,5 years,MORTGAGE,Verified,17900.0,36,9.48,moving,B,B2,648.0,8,10.0,16690.25,0.365,0,,0,0,423.08,Fully Paid,5.0,0.365,1408.3333333333333,0.3004118341062164,0.3004118341062164,3.0,2.0,16298.519999999999,11793.94,0.0,99.66666666666667,0
APP200081,2023-02-06,60,53100.0,8 years,MORTGAGE,Not Verified,9900.0,36,8.61,major_purchase,B,B4,658.0,10,15.0,15742.41,0.888,0,,0,0,1503.23,Fully Paid,8.0,0.888,4425.0,0.33971299427351115,0.33971299427351115,3.0,2.0,49249.64,16398.11,0.0,106.66666666666667,0
APP200082,2022-06-07,32,93500.0,2 years,MORTGAGE,Verified,22200.0,36,10.69,credit_card,B,B2,662.0,9,12.0,37452.9,81.7,0,,0,0,1265.57,Fully Paid,2.0,81.7,7791.666666666667,0.16242609623583834,0.16242609623583834,2.0,0.0,35963.67,17032.83,0.0,49.0,0
APP200083,2023-11-26,44,218800.0,3 years,RENT,Source Verified,19500.0,36,20.06,debt_consolidation,D,D5,751.0,10,16.0,2856.29,62.6,0,,3,1,2036.68,Charged Off,3.0,62.6,18233.333333333332,0.11170091407065627,0.11170091407065627,3.0,2.0,26014.98,8349.95,0.0,92.33333333333333,1
APP200085,02/20/2024,26,94700.0,4 years,RENT,Verified,16600.0,36,11.31,debt_consolidation,A,A5,731.0,4,7.0,17286.74,0.326,0,,0,0,1562.47,Fully Paid,4.0,0.326,7891.666666666667,0.19798986269930433,0.19798986269930433,4.0,2.0,38438.97,7240.049999999999,1.0,84.5,0
APP200086,2023-03-20,69,76200.0,9 years,MORTGAGE,Source Verified,9500.0,36,8.1,credit_card,A,A2,714.0,13,15.0,3867.06,26.2,0,,0,0,1185.63,Fully Paid,9.0,26.2,6350.0,0.186713385797368,0.186713385797368,1.0,1.0,3338.45,732.86,0.0,154.0,0
APP200087,2021-07-30,34,50300.0,10+ years,MORTGAGE,Source Verified,6900.0,36,15.79,credit_card,C,C4,661.0,6,7.0,4512.94,76.5,0,,2,0,1394.6,Fully Paid,10.0,76.5,4191.666666666667,0.33270775339975156,0.33270775339975156,1.0,1.0,6446.46,2172.66,0.0,106.0,0
APP200088,07/04/2022,45,40800.0,4 years,RENT,Not Verified,14700.0,36,12.07,credit_card,B,B3,725.0,12,18.0,2484.15,80.5,0,,0,0,197.36,Fully Paid,4.0,80.5,3400.0,0.058047058806456754,0.058047058806456754,4.0,4.0,49175.9,28030.63,11.0,76.25,0
APP200089,04/18/2021,27,47600.0,7 years,RENT,Not Verified,27900.0,36,18.0,home_improvement,C,C5,638.0,5,12.0,8618.0,96.6%,0,60.0,0,0,1469.8,Fully Paid,7.0,96.6,3966.6666666666665,0.37053781503263755,0.37053781503263755,5.0,5.0,25291.05,10096.779999999999,0.0,99.6,0
APP200091,09/19/2022,37,37000.0,10+ years,RENT,Source Verified,9100.0,36,13.8,credit_card,C,C5,690.0,13,16.0,240.21,97.6,0,17.0,1,0,397.8,Fully Paid,10.0,97.6,3083.3333333333335,0.12901621617437312,0.12901621617437312,6.0,6.0,36653.16,16008.89,8.0,95.5,0
APP200092,03/22/2022,44,28100.0,2 years,OWN,Source Verified,12300.0,36,8.29,debt_consolidation,B,B2,680.0,10,14.0,3633.0,53.4%,0,,1,0,395.21,Fully Paid,2.0,53.4,2341.6666666666665,0.16877295366458095,0.16877295366458095,2.0,2.0,12703.029999999999,4542.32,0.0,37.0,0
APP200093,2024-04-18,43,82600.0,,OTHER,Not Verified,24400.0,36,18.05,major_purchase,D,D5,581.0,9,11.0,4148.71,20.9,0,43.0,2,0,1488.95,Fully Paid,,20.9,6883.333333333333,0.21631234863685536,0.21631234863685536,1.0,1.0,12933.56,5239.68,0.0,138.0,0
APP200094,2022-09-19,45,58400.0,10+ years,MORTGAGE,Not Verified,8800.0,36,12.81,moving,C,C1,655.0,7,11.0,426.02,,1,,1,0,991.49,Fully Paid,10.0,,4866.666666666667,0.20373082187594568,0.20373082187594568,3.0,3.0,27516.93,11494.3,0.0,137.33333333333334,0
APP200095,2024-01-21,50,35000.0,7 years,MORTGAGE,Not Verified,21800.0,60,5.98,medical,A,A2,725.0,7,8.0,7790.79,81.9,1,,2,0,458.92,Fully Paid,7.0,81.9,2916.6666666666665,0.1573439999460535,0.1573439999460535,0.0,0.0,0.0,0.0,0.0,0.0,0
APP200096,2022-05-12,31,64300.0,10+ years,OWN,Verified,7500.0,36,13.97,medical,C,C3,688.0,11,13.0,892.72,,0,53.0,1,0,1415.72,Fully Paid,10.0,,5358.333333333333,0.26420902016842135,0.26420902016842135,5.0,2.0,17997.22,5733.38,2.0,75.0,0
APP200098,2021-02-05,24,48300.0,8 years,OWN,Verified,16600.0,60,20.56,debt_consolidation,E,E3,598.0,4,7.0,9061.56,,1,,5,0,900.08,Fully Paid,8.0,,4025.0,0.22362236019288886,0.22362236019288886,7.0,6.0,35451.63,11607.79,0.0,82.42857142857143,0
APP200099,02/10/2021,44,83500.0,,MORTGAGE,Verified,27100.0,36,18.03,debt_consolidation,E,E3,638.0,6,9.0,3676.73,0.248,0,,2,0,671.19,Fully Paid,,0.248,6958.333333333333,0.09645844309991017,0.09645844309991017,4.0,3.0,12025.17,2762.16,1.0,76.25,0
APP200100,2021-07-26,22,40400.0,< 1 year,OWN,Verified,18600.0,36,12.66,major_purchase,B,B4,686.0,7,8.0,11393.94,96.9%,0,,1,0,469.97,Fully Paid,0.5,96.9,3366.6666666666665,0.13959504946348664,0.13959504946348664,5.0,5.0,23066.82,4570.3,11.0,96.8,0
APP200101,2024-10-09,22,53700.0,7 years,RENT,Verified,8700.0,36,7.05,major_purchase,A,A1,731.0,11,15.0,3825.15,,0,20.0,0,0,1216.71,Fully Paid,7.0,,4475.0,0.2718905027325384,0.2718905027325384,2.0,1.0,17165.66,1508.03,0.0,17.0,0
APP200103,2021-05-30,32,36200.0,< 1 year,RENT,Not Verified,4100.0,36,10.98,home_improvement,B,B3,717.0,13,13.0,6174.46,83.9,0,,1,0,680.39,Fully Paid,0.5,83.9,3016.6666666666665,0.22554364633407395,0.22554364633407395,5.0,4.0,55410.93,15987.150000000001,0.0,106.2,0
APP200105,2021-01-22,41,63000.0,5 years,MORTGAGE,Verified,15800.0,60,11.49,debt_consolidation,B,B3,659.0,11,17.0,4532.01,,1,,0,1,1933.16,Fully Paid,5.0,,5250.0,0.36822095231081503,0.36822095231081503,3.0,1.0,35387.68,20720.47,0.0,72.66666666666667,0
APP200107,2024-06-14,36,41800.0,7 years,MORTGAGE,Source Verified,4100.0,36,28.15,small_business,G,G5,607.0,11,15.0,10067.13,58.8,1,,4,0,906.52,Fully Paid,7.0,58.8,3483.3333333333335,0.26024497600184354,0.26024497600184354,7.0,5.0,25048.85,7806.3,1.0,95.71428571428571,0
APP200109,2023-09-04,21,20300.0,5 years,OWN,Verified,10900.0,36,10.25,credit_card,B,B2,695.0,9,12.0,26391.84,5.9,0,,0,0,543.01,Fully Paid,5.0,5.9,1691.6666666666667,0.3209911328151776,0.3209911328151776,4.0,3.0,12027.609999999999,3856.57,0.0,127.25,0
APP200110,2024-01-11,42,79400.0,3 years,RENT,Verified,26700.0,36,8.72,small_business,B,B1,696.0,9,13.0,18027.57,75.0,0,,1,0,1892.42,Fully Paid,3.0,75.0,6616.666666666667,0.28600806041017507,0.28600806041017507,4.0,1.0,8997.210000000001,2420.49,0.0,75.75,0
