app_id,application_date,applicant_age,annual_income,employment_length_raw,home_ownership,verification_status,loan_amount,term_months,interest_rate,purpose,grade,sub_grade,fico_score_proxy,open_credit_lines,total_credit_lines,revolving_balance,revolving_utilization_raw,delinq_2yrs,months_since_last_delinq,inquiries_last_6mo,public_records,monthly_debt_payments,loan_status
APP200017,03/12/2024,34,20800.0,n/a,MORTGAGE ,Not Verified,15400.0,36,15.86,debt_consolidation,D,D3,588.0,12,14.0,10538.3,91.5%,1,,1,0,0.0,Current
APP200018,02/27/2024,45,58700.0,10+ years,OWN,Not Verified,1000.0,36,12.92,home_improvement,C,C1,677.0,6,9.0,3505.21,0.474,0,11.0,2,0,595.12,Current
APP200019,02/25/2022,39,121000.0,n/a,MORTGAGE ,Not Verified,15300.0,60,10.89,credit_card,B,B1,641.0,9,12.0,5962.4,44.5%,0,,0,0,1642.7,Fully Paid
APP200020,2021-09-28,21,30600.0,10+ years,MORTGAGE,Not Verified,13600.0,36,19.22,moving,D,D3,586.0,13,18.0,4388.02,27.2,2,17.0,0,1,498.58,Current
APP200021,2024-06-11,27,52900.0,2 years,Rent,Source Verified,13300.0,60,11.96,debt_consolidation,B,B3,673.0,8,9.0,9609.95,N/A,1,33.0,1,0,1254.66,Current
APP200022,2021-01-24,40,41700.0,2 years,rent,Verified,30400.0,36,6.9,medical,A,A5,739.0,12,15.0,7361.02,37.7,0,,0,0,1033.16,Fully Paid
APP200023,2022-11-02,35,50700.0,8 years,Own,Verified,15700.0,36,10.74,home_improvement,B,B3,619.0,16,24.0,4504.97,63.5%,0,,0,0,614.98,Fully Paid
APP200024,05/30/2024,21,69200.0,8 years,RENT,Source Verified,2600.0,36,10.8,credit_card,B,B3,702.0,8,15.0,42585.31,0.473,0,,1,0,859.98,Fully Paid
APP200025,2021-06-16,41,34200.0,9 years,MORTGAGE ,Not Verified,13100.0,36,6.54,credit_card,A,A2,674.0,6,8.0,12289.66,N/A,0,,0,0,641.23,Fully Paid
APP200026,2022-12-26,40,52500.0,3 years,OWN,Source Verified,25500.0,36,18.91,credit_card,D,D5,643.0,5,9.0,9332.79,16.9,1,41.0,0,0,1240.59,Fully Paid
APP200027,2022-08-15,63,42800.0,2 years,RENT,Not Verified,8600.0,60,22.43,debt_consolidation,F,F1,622.0,9,12.0,5097.18,94.8,0,9.0,2,0,1334.98,Charged Off
APP200028,08/15/2022,39,49200.0,10+ years,RENT,Source Verified,11400.0,36,12.32,debt_consolidation,B,B2,702.0,7,16.0,43535.27,63.3,0,,1,0,1297.52,Fully Paid
APP200029,2022-12-21,48,57400.0,2 years,OTHER,Verified,23800.0,36,16.25,debt_consolidation,C,C3,683.0,7,10.0,27405.6,43.6%,1,,1,0,1222.92,Fully Paid
APP200030,12/04/2021,69,78900.0,7 years,mortgage,Verified,21500.0,36,15.02,debt_consolidation,D,D4,627.0,10,16.0,5582.79,,1,54.0,0,1,542.97,Fully Paid
APP200031,2022-10-05,28,61400.0,10+ years,rent,Not Verified,35800.0,60,16.51,credit_card,C,C5,660.0,11,14.0,2966.62,47.6%,0,,1,1,1560.19,Charged Off
APP200032,2022-09-27,35,41300.0,n/a,RENT,Not Verified,19400.0,60,8.52,debt_consolidation,A,A4,640.0,6,7.0,8587.17,0.576,0,,1,0,880.75,Fully Paid
APP200033,04/15/2022,38,59400.0,10+ years,RENT,Source Verified,1700.0,36,22.54,car,E,E4,676.0,13,17.0,20596.61,35.7%,0,,0,0,1471.96,Fully Paid
APP200034,08/08/2024,54,83200.0,9 years,MORTGAGE ,Source Verified,21700.0,36,23.09,major_purchase,E,E5,689.0,12,13.0,3851.99,100.5,1,,2,0,2664.15,Fully Paid
APP200035,2022-02-25,46,69700.0,1 year,MORTGAGE ,Verified,7100.0,36,12.15,debt_consolidation,B,B2,657.0,4,6.0,5634.63,0.542,0,,1,0,1786.28,Fully Paid
APP200036,2021-04-12,29,64800.0,10+ years,RENT,Source Verified,19100.0,36,23.5,major_purchase,F,F2,639.0,5,10.0,4432.51,102.7,1,19.0,3,0,1372.64,Charged Off
APP200037,2023-09-28,48,92100.0,2 years,Own,Source Verified,28100.0,36,16.0,debt_consolidation,D,D1,705.0,11,15.0,7138.33,N/A,0,6.0,0,1,1889.34,Fully Paid
APP200038,04/18/2024,40,51900.0,5 years,MORTGAGE,Not Verified,12000.0,36,12.66,debt_consolidation,C,C1,,7,11.0,12114.8,57.1,0,,0,1,1342.9,Charged Off
APP200039,2023-10-28,37,37400.0,4 years,MORTGAGE,Not Verified,19500.0,36,16.22,debt_consolidation,C,C5,672.0,6,7.0,1223.77,45.0%,1,59.0,0,0,915.43,Fully Paid
APP200040,03/06/2023,26,51400.0,8 years,OWN,Source Verified,24300.0,60,16.97,car,D,D3,650.0,5,9.0,1986.11,44.9,0,,2,0,1295.49,Fully Paid
APP200041,2024-06-06,23,83700.0,,Rent,Verified,15900.0,36,9.39,major_purchase,B,B2,648.0,10,11.0,327.32,92.0,0,,1,0,1456.15,Fully Paid
APP200042,2023-12-09,49,61600.0,10+ years,Own,Not Verified,11800.0,36,13.85,debt_consolidation,C,C2,675.0,6,,5901.99,,0,,1,0,1036.58,Current
APP200043,02/26/2023,45,47800.0,< 1 year,own,Not Verified,18400.0,36,16.1,car,D,D2,660.0,15,23.0,30000.34,103.7,2,,2,0,1171.87,Fully Paid
APP200044,2023-12-08,47,61100.0,3 years,Mortgage,Verified,26500.0,36,13.98,credit_card,C,C3,672.0,13,15.0,6865.85,55.3%,0,,1,0,608.11,Fully Paid
APP200045,02/12/2022,41,37800.0,3 years,MORTGAGE,Not Verified,11600.0,60,13.34,debt_consolidation,C,C2,654.0,7,11.0,4171.68,88.7,1,20.0,0,0,492.89,Fully Paid
APP200046,06/16/2022,30,36800.0,1 year,RENT,Verified,22300.0,60,15.94,debt_consolidation,C,C4,670.0,10,12.0,6448.57,52.3%,1,,0,0,770.7,Current
APP200047,2023-10-15,36,62000.0,3 years,OWN,Not Verified,17100.0,36,12.05,major_purchase,B,B5,676.0,15,20.0,7517.36,73.8,1,,1,0,430.86,Fully Paid
APP200048,2023-12-22,25,30500.0,5 years,mortgage,Verified,11100.0,36,5.55,debt_consolidation,A,A2,749.0,3,6.0,4350.72,40.7,0,,2,0,197.04,Fully Paid
APP200049,2024-02-08,27,76100.0,9 years,mortgage,Not Verified,15500.0,60,15.2,medical,C,C1,725.0,10,14.0,9397.76,0.937,1,,1,1,628.74,Current
APP200050,2022-02-10,37,106800.0,6 years,OWN,Not Verified,2700.0,36,17.64,debt_consolidation,D,D2,629.0,16,22.0,9653.08,0.672,0,,0,0,1871.6,Charged Off
APP200051,04/02/2022,38,51900.0,4 years,rent,Verified,8400.0,60,16.52,debt_consolidation,C,C3,582.0,13,14.0,3154.55,57.5,0,,0,0,827.92,Fully Paid
APP200052,2024-10-24,37,256400.0,10+ years,mortgage,Not Verified,14100.0,60,13.54,home_improvement,C,C1,613.0,5,8.0,20676.26,50.8%,0,,1,0,6505.03,Current
APP200053,2022-12-29,25,39700.0,10+ years,Mortgage,Verified,20600.0,36,19.96,moving,D,D5,627.0,4,7.0,8044.36,50.5,1,,0,0,785.58,Charged Off
APP200054,2023-02-18,39,60900.0,10+ years,RENT,Verified,18000.0,60,8.56,credit_card,A,A4,708.0,3,7.0,315.28,20.9%,1,,1,0,683.88,Fully Paid
APP200055,2021-02-08,26,120200.0,5 years,OWN,Not Verified,17500.0,60,13.41,home_improvement,C,C5,690.0,8,12.0,15116.19,32.5%,0,57.0,1,0,2187.8,Fully Paid
APP200056,2022-09-19,23,49800.0,1 year,Mortgage,Source Verified,21800.0,36,14.97,small_business,C,C3,659.0,9,9.0,7811.88,0.614,0,,1,0,1275.37,Fully Paid
APP200057,10/24/2023,47,64500.0,10+ years,MORTGAGE,Source Verified,28600.0,36,14.49,debt_consolidation,C,C3,637.0,11,14.0,5625.72,105.0%,0,,0,0,1091.82,Fully Paid
APP200058,2023-09-21,44,77400.0,3 years,RENT,Not Verified,19000.0,36,8.48,debt_consolidation,A,A3,704.0,5,12.0,17098.19,57.3%,0,,2,0,1139.62,Fully Paid
APP200059,2023-09-07,53,32400.0,8 years,Mortgage,Verified,1000.0,36,9.37,debt_consolidation,B,B1,651.0,6,8.0,2014.59,N/A,0,,0,0,818.91,Fully Paid
APP200060,01/26/2023,48,97400.0,3 years,OWN,Not Verified,16200.0,36,16.43,home_improvement,D,D2,670.0,9,15.0,2190.16,32.5,0,10.0,1,0,2255.53,Fully Paid
APP200061,2022-02-16,37,51700.0,10+ years, OWN,Verified,1000.0,36,12.05,credit_card,C,C2,704.0,11,16.0,3573.47,31.9,0,,1,0,938.44,Fully Paid
APP200062,01/07/2023,24,131900.0,10+ years,MORTGAGE,Verified,14700.0,36,13.82,debt_consolidation,C,C3,680.0,12,17.0,3247.0,60.4,0,5.0,0,0,1036.98,Current
APP200063,2024-11-23,44,36600.0,10+ years,Mortgage,Verified,4200.0,60,6.22,major_purchase,A,A3,658.0,8,10.0,16817.63,0.662,0,,0,0,753.34,Current
APP200064,2023-08-03,51,,,Rent,Verified,17200.0,36,17.73,debt_consolidation,D,D2,643.0,9,14.0,10551.15,0.288,0,32.0,2,0,157.18,Fully Paid
APP200065,2024-06-10,36,47400.0,8 years,OWN,Source Verified,30300.0,60,14.18,major_purchase,C,C4,664.0,7,8.0,3357.75,96.5,2,,1,0,793.61,Fully Paid
APP200066,2021-10-10,33,105500.0,< 1 year, OWN,Source Verified,4100.0,60,10.22,home_improvement,B,B1,668.0,7,17.0,11146.81,27.9,1,,0,0,1915.56,Fully Paid
APP200067,2023-11-10,49,22300.0,2 years,MORTGAGE,Not Verified,17900.0,36,21.37,small_business,E,E4,637.0,13,16.0,9814.0,65.4,0,,0,0,355.53,Fully Paid
APP200068,04/28/2022,43,35400.0,5 years,RENT,Not Verified,34400.0,36,6.15,debt_consolidation,A,A2,703.0,10,14.0,1448.34,67.5%,1,,0,0,418.17,Fully Paid
APP200069,2023-02-13,42,115800.0,1 year,MORTGAGE,Verified,16500.0,60,18.07,vacation,D,D3,668.0,7,11.0,7.04,0.758,1,,1,0,1307.37,Current
APP200070,2021-04-09,21,92500.0,10+ years,MORTGAGE,Source Verified,2300.0,36,18.95,home_improvement,D,D5,662.0,11,15.0,4048.65,25.6%,0,66.0,0,0,853.29,Current
APP200071,2021-02-10,28,67400.0,6 years,MORTGAGE,Source Verified,18800.0,60,7.05,credit_card,A,A2,686.0,6,12.0,3271.99,100.3,0,,1,0,972.91,Fully Paid
APP200072,2021-08-31,39,102900.0,3 years,mortgage,Source Verified,13700.0,60,10.49,debt_consolidation,B,B4,637.0,4,11.0,38041.2,47.7,1,,0,0,2146.01,Current
APP200073,02/24/2021,37,59200.0,10+ years,RENT,Not Verified,18200.0,60,10.19,debt_consolidation,A,A4,683.0,6,8.0,12004.56,29.7%,1,,2,0,1864.45,Fully Paid
APP200074,2021-08-09,21,64400.0,2 years,Mortgage,Verified,7100.0,36,11.13,debt_consolidation,B,B4,626.0,9,13.0,1518.35,90.9%,0,,2,0,1952.84,Current
APP200075,11/06/2022,40,59200.0,3 years,mortgage,Not Verified,26000.0,36,15.36,car,D,D5,662.0,6,9.0,9077.25,,0,,0,1,957.12,Fully Paid
APP200076,01/18/2024,51,34600.0,3 years,rent,Verified,3800.0,36,14.02,vacation,C,C1,698.0,5,10.0,918.6,N/A,1,18.0,0,0,617.12,Charged Off
APP200077,06/18/2024,35,52900.0,10+ years,Own,Not Verified,21600.0,36,9.85,credit_card,A,A4,759.0,7,8.0,5218.38,27.1,0,,0,0,651.27,Current
APP200078,2024-10-31,36,116800.0,2 years,Own,Source Verified,16400.0,36,12.54,credit_card,B,B3,705.0,7,9.0,8230.97,12.9,0,10.0,1,1,1013.71,Charged Off
APP200079,2022-06-03,55,49400.0,3 years,MORTGAGE,Verified,11000.0,36,12.68,home_improvement,C,C1,599.0,6,15.0,1576.61,51.9,0,,2,0,1305.94,Fully Paid
APP200080,09/09/2021,39,16900.0,5 years,mortgage,Verified,17900.0,36,9.48,moving,B,B2,648.0,8,10.0,16690.25,0.365,0,,0,0,423.08,Fully Paid
APP200081,2023-02-06,60,53100.0,8 years,Mortgage,Not Verified,9900.0,36,8.61,major_purchase,B,B4,658.0,10,15.0,15742.41,0.888,0,,0,0,1503.23,Fully Paid
APP200082,2022-06-07,32,93500.0,2 years,MORTGAGE,Verified,22200.0,36,10.69,credit_card,B,B2,662.0,9,12.0,37452.9,81.7,0,,0,0,1265.57,Fully Paid
APP200083,2023-11-26,44,218800.0,3 years,rent,Source Verified,19500.0,36,20.06,debt_consolidation,D,D5,751.0,10,16.0,2856.29,62.6,0,,3,1,2036.68,Charged Off
APP200084,2024-10-02,39,64400.0,9 years,MORTGAGE,Not Verified,20900.0,60,10.42,major_purchase,B,B2,727.0,6,9.0,5142.36,79.3,1,,2,0,589.97,Current
APP200085,02/20/2024,26,94700.0,4 years,RENT,Verified,16600.0,36,11.31,debt_consolidation,A,A5,731.0,4,7.0,17286.74,0.326,0,,0,0,1562.47,Fully Paid
APP200086,2023-03-20,69,76200.0,9 years,MORTGAGE,Source Verified,9500.0,36,8.1,credit_card,A,A2,714.0,13,15.0,3867.06,26.2,0,,0,0,1185.63,Fully Paid
APP200087,2021-07-30,34,50300.0,10+ years,MORTGAGE ,Source Verified,6900.0,36,15.79,credit_card,C,C4,661.0,6,7.0,4512.94,76.5,0,,2,0,1394.6,Fully Paid
APP200088,07/04/2022,45,40800.0,4 years,RENT,Not Verified,14700.0,36,12.07,credit_card,B,B3,725.0,12,18.0,2484.15,80.5,0,,0,0,197.36,Fully Paid
APP200089,04/18/2021,27,47600.0,7 years,RENT,Not Verified,27900.0,36,18.0,home_improvement,C,C5,638.0,5,12.0,8618.0,96.6%,0,60.0,0,0,1469.8,Fully Paid
APP200090,04/28/2024,55,46000.0,10+ years,MORTGAGE ,Source Verified,17800.0,36,11.82,credit_card,B,B2,661.0,9,16.0,1831.52,52.3%,0,13.0,0,0,692.62,Current
APP200091,09/19/2022,37,37000.0,10+ years,Rent,Source Verified,9100.0,36,13.8,credit_card,C,C5,690.0,13,16.0,240.21,97.6,0,17.0,1,0,397.8,Fully Paid
APP200092,03/22/2022,44,28100.0,2 years,Own,Source Verified,12300.0,36,8.29,debt_consolidation,B,B2,680.0,10,14.0,3633.0,53.4%,0,,1,0,395.21,Fully Paid
APP200093,2024-04-18,43,82600.0,,OTHER ,Not Verified,24400.0,36,18.05,major_purchase,D,D5,581.0,9,11.0,4148.71,20.9,0,43.0,2,0,1488.95,Fully Paid
APP200094,2022-09-19,45,58400.0,10+ years,mortgage,Not Verified,8800.0,36,12.81,moving,C,C1,655.0,7,11.0,426.02,N/A,1,,1,0,991.49,Fully Paid
APP200095,2024-01-21,50,35000.0,7 years,mortgage,Not Verified,21800.0,60,5.98,medical,A,A2,725.0,7,8.0,7790.79,81.9,1,,2,0,458.92,Fully Paid
APP200096,2022-05-12,31,64300.0,10+ years,OWN,Verified,7500.0,36,13.97,medical,C,C3,688.0,11,13.0,892.72,N/A,0,53.0,1,0,1415.72,Fully Paid
APP200097,05/23/2023,55,78700.0,7 years, MORTGAGE,Source Verified,15500.0,60,7.44,debt_consolidation,A,A5,787.0,4,6.0,4850.49,69.6,0,16.0,0,0,2211.57,Current
APP200098,2021-02-05,24,48300.0,8 years,OWN ,Verified,16600.0,60,20.56,debt_consolidation,E,E3,598.0,4,7.0,9061.56,N/A,1,,5,0,900.08,Fully Paid
APP200099,02/10/2021,44,83500.0,n/a, MORTGAGE,Verified,27100.0,36,18.03,debt_consolidation,E,E3,638.0,6,9.0,3676.73,0.248,0,,2,0,671.19,Fully Paid
APP200100,2021-07-26,22,40400.0,< 1 year,OWN,Verified,18600.0,36,12.66,major_purchase,B,B4,686.0,7,8.0,11393.94,96.9%,0,,1,0,469.97,Fully Paid
APP200101,2024-10-09,22,53700.0,7 years,RENT ,Verified,8700.0,36,7.05,major_purchase,A,A1,731.0,11,15.0,3825.15,N/A,0,20.0,0,0,1216.71,Fully Paid
APP200102,01/10/2024,26,97500.0,4 years,OWN,Source Verified,1000.0,36,27.46,vacation,G,G3,610.0,11,12.0,6389.62,N/A,1,55.0,1,0,1641.11,Current
APP200103,2021-05-30,32,36200.0,< 1 year,RENT,Not Verified,4100.0,36,10.98,home_improvement,B,B3,717.0,13,13.0,6174.46,83.9,0,,1,0,680.39,Fully Paid
APP200104,2024-02-02,33,45500.0,1 year, RENT,Source Verified,31300.0,36,11.39,debt_consolidation,B,B1,668.0,10,15.0,2633.54,N/A,1,,1,1,623.38,Current
APP200105,2021-01-22,41,63000.0,5 years,MORTGAGE,Verified,15800.0,60,11.49,debt_consolidation,B,B3,659.0,11,17.0,4532.01,N/A,1,,0,1,1933.16,Fully Paid
APP200106,2023-02-23,29,52800.0,10+ years,RENT,Source Verified,5400.0,36,19.82,car,E,E4,641.0,9,9.0,10114.18,51.4,0,,1,0,986.81,Current
APP200107,2024-06-14,36,41800.0,7 years,MORTGAGE,Source Verified,4100.0,36,28.15,small_business,G,G5,607.0,11,15.0,10067.13,58.8,1,,4,0,906.52,Fully Paid
APP200108,2022-09-06,35,34700.0,10+ years,Rent,Verified,13600.0,60,15.08,medical,C,C5,699.0,11,11.0,11257.53,58.1,0,,2,0,428.06,Current
APP200109,2023-09-04,21,20300.0,5 years,OWN,Verified,10900.0,36,10.25,credit_card,B,B2,695.0,9,12.0,26391.84,5.9,0,,0,0,543.01,Fully Paid
APP200110,2024-01-11,42,79400.0,3 years,RENT,Verified,26700.0,36,8.72,small_business,B,B1,696.0,9,13.0,18027.57,75.0,0,,1,0,1892.42,Fully Paid
APP200111,12/28/2023,21,54300.0,n/a,MORTGAGE,Not Verified,27400.0,36,10.19,medical,B,B1,675.0,8,13.0,29861.49,27.9,1,63.0,0,0,982.96,Fully Paid
APP200112,2023-08-17,21,62000.0,10+ years,RENT,Not Verified,1000.0,36,15.53,credit_card,D,D1,634.0,6,8.0,14663.11,26.2,3,,3,0,776.82,Current
APP200113,2021-12-23,35,29500.0,10+ years,MORTGAGE,Verified,4500.0,36,21.52,moving,D,D4,641.0,9,13.0,16313.47,45.6%,0,,2,0,610.74,Charged Off
APP200114,2021-12-28,38,44400.0,10+ years,mortgage,Not Verified,17400.0,60,16.33,credit_card,C,C5,678.0,12,,12742.23,72.1,0,,1,1,906.48,Charged Off
APP200115,2023-05-28,33,52500.0,7 years,RENT,Verified,10400.0,60,12.58,moving,C,C1,667.0,14,23.0,575.76,N/A,1,,1,0,418.71,Fully Paid
APP200116,2023-05-09,59,85100.0,5 years, MORTGAGE,Verified,5700.0,60,6.5,debt_consolidation,A,A4,660.0,10,14.0,8457.58,45.2,0,,1,0,791.53,Fully Paid
APP200117,2024-07-05,48,107000.0,2 years,OTHER,Source Verified,10400.0,60,14.14,other,C,C1,658.0,6,9.0,10979.95,34.9%,0,,1,0,1192.38,Fully Paid
APP200118,2022-06-07,50,70800.0,8 years,RENT,Source Verified,6300.0,36,14.04,debt_consolidation,C,C2,688.0,11,18.0,7535.79,40.6,0,,2,0,1621.16,Current
APP200119,12/07/2021,45,23300.0,< 1 year,OTHER,Not Verified,40000.0,60,11.46,moving,B,B4,729.0,5,8.0,7032.81,46.0,1,,0,0,296.87,Fully Paid
APP200120,2022-04-29,47,23300.0,n/a,MORTGAGE,Verified,1000.0,36,25.56,vacation,F,F4,640.0,8,9.0,6267.92,61.0,0,,2,0,216.89,Charged Off
APP200121,2024-10-22,35,180900.0,9 years,RENT,Not Verified,9200.0,36,17.25,credit_card,C,C1,673.0,15,16.0,8587.22,69.3,0,,0,0,3118.33,Current
APP200122,2024-04-27,21,72700.0,5 years,MORTGAGE,Source Verified,35600.0,36,8.24,debt_consolidation,B,B1,714.0,11,13.0,1446.68,32.9%,0,,1,0,1435.1,Fully Paid
APP200123,2023-11-28,32,84400.0,10+ years,RENT,Not Verified,36600.0,36,14.3,small_business,C,C1,657.0,10,13.0,533.15,80.6,0,,0,0,2070.25,Current
APP200124,08/04/2021,51,84400.0,2 years,OWN,Verified,30600.0,36,15.75,debt_consolidation,C,C1,695.0,7,10.0,467.79,68.5%,0,,0,1,1368.66,Fully Paid
APP200125,2021-07-23,38,199700.0,10+ years,MORTGAGE,Source Verified,14300.0,36,14.25,credit_card,B,B5,687.0,9,12.0,4083.3,66.1,0,,0,0,2525.94,Fully Paid
APP200126,2022-08-14,36,89000.0,1 year,MORTGAGE ,Verified,24000.0,60,10.82,major_purchase,B,B1,728.0,5,8.0,1460.05,37.7,0,,0,0,944.06,Fully Paid
APP200127,2023-05-28,35,33400.0,2 years,rent,Not Verified,14000.0,60,13.6,major_purchase,A,A5,650.0,10,14.0,11288.18,102.0,1,,2,0,608.91,Fully Paid
APP200128,2021-04-26,23,52800.0,1 year,OWN,Source Verified,18500.0,36,14.27,debt_consolidation,C,C2,639.0,8,12.0,796.0,,0,,0,0,662.4,Fully Paid
APP200129,03/17/2022,37,40100.0,10+ years,RENT ,Source Verified,22300.0,36,13.4,debt_consolidation,C,C1,701.0,9,13.0,11260.88,81.0,0,,0,0,1105.97,Current
APP200130,2022-03-12,31,68300.0,10+ years,MORTGAGE,Verified,9400.0,36,9.27,major_purchase,B,B4,652.0,9,13.0,9301.26,85.7%,0,,0,0,2035.68,Fully Paid
APP200131,2023-04-11,34,37800.0,2 years,MORTGAGE,Verified,19200.0,60,18.95,credit_card,D,D2,658.0,7,9.0,15988.95,0.626,0,31.0,3,0,817.46,Late (31-120 days)
APP200132,05/16/2023,37,31200.0,6 years,RENT,Not Verified,18700.0,60,12.23,debt_consolidation,B,B5,692.0,10,12.0,10582.41,,1,,1,0,910.01,Current
APP200133,2021-11-27,46,95500.0,7 years,Mortgage,Source Verified,3700.0,36,13.61,debt_consolidation,C,C3,690.0,11,16.0,3250.93,42.2,0,,0,0,1516.61,Fully Paid
APP200134,2021-10-20,60,127300.0,n/a,RENT,Verified,22300.0,36,13.64,credit_card,C,C1,667.0,14,16.0,13757.74,,2,,1,0,1517.94,Fully Paid
APP200135,2023-05-15,39,32200.0,10+ years,mortgage,Verified,1000.0,36,16.34,debt_consolidation,D,D1,678.0,11,16.0,2114.12,52.3,0,,0,0,706.16,Fully Paid
APP200136,10/17/2021,21,42100.0,n/a,RENT ,Source Verified,12000.0,36,10.59,credit_card,A,A5,704.0,9,13.0,9766.96,8.2%,0,55.0,0,0,842.78,Fully Paid
APP200137,2023-10-07,32,54700.0,10+ years,MORTGAGE ,Not Verified,20600.0,36,11.0,debt_consolidation,B,B4,678.0,13,20.0,27755.06,0.535,1,,1,0,1448.89,Fully Paid
APP200138,07/21/2023,64,121600.0,,Mortgage,Verified,17000.0,36,17.26,home_improvement,D,D3,684.0,12,16.0,847.98,31.8,0,,0,0,2385.53,Fully Paid
APP200139,03/25/2023,36,43100.0,9 years,mortgage,Verified,9200.0,36,11.23,home_improvement,A,A5,660.0,9,13.0,16317.69,38.8,1,,0,0,856.53,Fully Paid
APP200140,04/10/2024,37,21900.0,10+ years,MORTGAGE,Verified,14000.0,36,18.29,credit_card,D,D1,703.0,7,11.0,6854.37,102.9%,1,35.0,0,0,170.24,Charged Off
APP200141,2023-10-10,21,49800.0,1 year,RENT ,Source Verified,30500.0,36,8.69,vacation,B,B1,662.0,10,15.0,3352.94,0.502,0,,0,0,1033.73,Fully Paid
APP200142,05/05/2023,41,42500.0,< 1 year,RENT,Not Verified,16300.0,36,10.1,credit_card,B,B5,726.0,5,9.0,6115.95,18.6,1,,0,0,880.28,Fully Paid
APP200143,2023-10-18,29,36800.0,3 years,RENT,Not Verified,18500.0,36,13.76,credit_card,C,C1,663.0,7,13.0,18185.17,68.5%,1,,1,0,237.54,Fully Paid
APP200144,11/20/2023,40,47300.0,10+ years,mortgage,Verified,20500.0,60,11.01,debt_consolidation,B,B4,,7,8.0,32573.52,76.0,0,,0,0,847.25,Current
APP200145,2022-12-14,25,59700.0,9 years,RENT,Not Verified,9700.0,36,11.43,medical,B,B5,712.0,6,9.0,1128.66,52.0%,0,,0,0,576.66,Fully Paid
APP200146,2024-07-01,28,58800.0,5 years,MORTGAGE,Not Verified,14400.0,60,13.91,home_improvement,C,C3,615.0,13,16.0,4858.54,44.3,1,,0,0,624.58,Current
